ID_Composicao;Nome_Composicao;Grupo_Rosca;Percentual_Rosca;Cod_Material;Descricao_Material;Qtd_Original_Na_Rosca;Qtd_Corrigida_No_Filme;Unidade
203;COEX FORMULA PIG. BRANCO P/FRALDAS PLENITUD;ROSCA C;25.0;500204;ADIT. DESLIZANTE;2.0;0.5;KG
204;COEX FORMULA FILME FARDOS SAL DIANA;ROSCA A;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;75.0;18.75;KG
204;COEX FORMULA FILME FARDOS SAL DIANA;ROSCA A;25.0;502516;PEBD CONVENCIONAL EB 853/72;25.0;6.25;KG
204;COEX FORMULA FILME FARDOS SAL DIANA;ROSCA B;60.0;505579;PEBD INDUSTRIAL TX7001;30.0;18.0;KG
204;COEX FORMULA FILME FARDOS SAL DIANA;ROSCA B;60.0;507180;PELBD METALOCENICO PROXEES 2606;20.0;12.0;KG
204;COEX FORMULA FILME FARDOS SAL DIANA;ROSCA B;60.0;500008;PEBD REC. CONVENCIONAL;50.0;30.0;KG
204;COEX FORMULA FILME FARDOS SAL DIANA;ROSCA C;15.0;507180;PELBD METALOCENICO PROXEES 2606;75.0;11.25;KG
204;COEX FORMULA FILME FARDOS SAL DIANA;ROSCA C;15.0;502516;PEBD CONVENCIONAL EB 853/72;25.0;3.75;KG
205;COEX FORMULA IRIEL COF ALTO;ROSCA A;20.0;502516;PEBD CONVENCIONAL EB 853/72;25.0;5.0;KG
205;COEX FORMULA IRIEL COF ALTO;ROSCA A;20.0;504349;PELBD BUTENO LF 720/21  C/ DESLIZANTE;75.0;15.0;KG
205;COEX FORMULA IRIEL COF ALTO;ROSCA B;60.0;502516;PEBD CONVENCIONAL EB 853/72;25.0;15.0;KG
205;COEX FORMULA IRIEL COF ALTO;ROSCA B;60.0;504349;PELBD BUTENO LF 720/21  C/ DESLIZANTE;50.0;30.0;KG
205;COEX FORMULA IRIEL COF ALTO;ROSCA B;60.0;503757;PELBD BUTENO LF 720/20;25.0;15.0;KG
205;COEX FORMULA IRIEL COF ALTO;ROSCA C;20.0;502516;PEBD CONVENCIONAL EB 853/72;25.0;5.0;KG
205;COEX FORMULA IRIEL COF ALTO;ROSCA C;20.0;504349;PELBD BUTENO LF 720/21  C/ DESLIZANTE;36.0;7.2;KG
205;COEX FORMULA IRIEL COF ALTO;ROSCA C;20.0;503757;PELBD BUTENO LF 720/20;39.0;7.8;KG
213;COEX FORMULA RAÇÃO PIG. BRANCO/PRATA ACIMA DE 100 MICRAS;ROSCA A;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;70.0;17.5;KG
213;COEX FORMULA RAÇÃO PIG. BRANCO/PRATA ACIMA DE 100 MICRAS;ROSCA A;25.0;502516;PEBD CONVENCIONAL EB 853/72;22.0;5.5;KG
213;COEX FORMULA RAÇÃO PIG. BRANCO/PRATA ACIMA DE 100 MICRAS;ROSCA A;25.0;505274;PIG. PRATA - 921051-M;6.0;1.5;KG
213;COEX FORMULA RAÇÃO PIG. BRANCO/PRATA ACIMA DE 100 MICRAS;ROSCA A;25.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.5;KG
213;COEX FORMULA RAÇÃO PIG. BRANCO/PRATA ACIMA DE 100 MICRAS;ROSCA B;60.0;505579;PEBD INDUSTRIAL TX7001;93.0;55.8;KG
213;COEX FORMULA RAÇÃO PIG. BRANCO/PRATA ACIMA DE 100 MICRAS;ROSCA B;60.0;504037;PIG. BRANCO PADRAO;7.0;4.2;KG
213;COEX FORMULA RAÇÃO PIG. BRANCO/PRATA ACIMA DE 100 MICRAS;ROSCA C;15.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;70.0;10.5;KG
213;COEX FORMULA RAÇÃO PIG. BRANCO/PRATA ACIMA DE 100 MICRAS;ROSCA C;15.0;504037;PIG. BRANCO PADRAO;7.0;1.05;KG
213;COEX FORMULA RAÇÃO PIG. BRANCO/PRATA ACIMA DE 100 MICRAS;ROSCA C;15.0;502516;PEBD CONVENCIONAL EB 853/72;21.0;3.15;KG
213;COEX FORMULA RAÇÃO PIG. BRANCO/PRATA ACIMA DE 100 MICRAS;ROSCA C;15.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.3;KG
214;COEX FORMULA BIMBO PESADINHA VERDE 356-C;ROSCA A;20.0;500001;PELBD METALOCENICO PROXESS 1806 S3;75.0;15.0;KG
214;COEX FORMULA BIMBO PESADINHA VERDE 356-C;ROSCA A;20.0;502516;PEBD CONVENCIONAL EB 853/72;25.0;5.0;KG
214;COEX FORMULA BIMBO PESADINHA VERDE 356-C;ROSCA B;60.0;500001;PELBD METALOCENICO PROXESS 1806 S3;23.8;14.28;KG
214;COEX FORMULA BIMBO PESADINHA VERDE 356-C;ROSCA B;60.0;502516;PEBD CONVENCIONAL EB 853/72;25.0;15.0;KG
214;COEX FORMULA BIMBO PESADINHA VERDE 356-C;ROSCA B;60.0;501453;PIG. VERDE - PT356-C;1.2;0.72;KG
214;COEX FORMULA BIMBO PESADINHA VERDE 356-C;ROSCA B;60.0;500008;PEBD REC. CONVENCIONAL;50.0;30.0;KG
214;COEX FORMULA BIMBO PESADINHA VERDE 356-C;ROSCA C;20.0;502516;PEBD CONVENCIONAL EB 853/72;25.0;5.0;KG
214;COEX FORMULA BIMBO PESADINHA VERDE 356-C;ROSCA C;20.0;500001;PELBD METALOCENICO PROXESS 1806 S3;25.0;5.0;KG
214;COEX FORMULA BIMBO PESADINHA VERDE 356-C;ROSCA C;20.0;500008;PEBD REC. CONVENCIONAL;50.0;10.0;KG
216;MONO FORMULA BIMBO PESADINHA AMARELO;ROSCA A;20.0;500001;PELBD METALOCENICO PROXESS 1806 S3;75.0;15.0;KG
216;MONO FORMULA BIMBO PESADINHA AMARELO;ROSCA A;20.0;502516;PEBD CONVENCIONAL EB 853/72;25.0;5.0;KG
216;MONO FORMULA BIMBO PESADINHA AMARELO;ROSCA B;60.0;500001;PELBD METALOCENICO PROXESS 1806 S3;23.8;14.28;KG
216;MONO FORMULA BIMBO PESADINHA AMARELO;ROSCA B;60.0;502516;PEBD CONVENCIONAL EB 853/72;25.0;15.0;KG
216;MONO FORMULA BIMBO PESADINHA AMARELO;ROSCA B;60.0;500008;PEBD REC. CONVENCIONAL;50.0;30.0;KG
216;MONO FORMULA BIMBO PESADINHA AMARELO;ROSCA B;60.0;501333;PIG. AMARELO 01242470201 - CAMEL BACK;1.2;0.72;KG
216;MONO FORMULA BIMBO PESADINHA AMARELO;ROSCA C;20.0;500001;PELBD METALOCENICO PROXESS 1806 S3;25.0;5.0;KG
216;MONO FORMULA BIMBO PESADINHA AMARELO;ROSCA C;20.0;502516;PEBD CONVENCIONAL EB 853/72;25.0;5.0;KG
216;MONO FORMULA BIMBO PESADINHA AMARELO;ROSCA C;20.0;500008;PEBD REC. CONVENCIONAL;50.0;10.0;KG
22;COEX FORMULA PAES OXI-BIODEGRADAVEL MONO;ROSCA A;25.0;506154;PELBD FLEXUS 9211;40.0;10.0;KG
22;COEX FORMULA PAES OXI-BIODEGRADAVEL MONO;ROSCA A;25.0;502516;PEBD CONVENCIONAL EB 853/72;25.0;6.25;KG
22;COEX FORMULA PAES OXI-BIODEGRADAVEL MONO;ROSCA A;25.0;500090;ADIT. OXI-BIODEGRADAVEL - REVERTE BD 92771 CC;1.0;0.25;KG
22;COEX FORMULA PAES OXI-BIODEGRADAVEL MONO;ROSCA A;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;23.0;5.75;KG
22;COEX FORMULA PAES OXI-BIODEGRADAVEL MONO;ROSCA A;25.0;508116;ADIT. ANTI-BLOQUEIO 5009;1.0;0.25;KG
22;COEX FORMULA PAES OXI-BIODEGRADAVEL MONO;ROSCA A;25.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.5;KG
22;COEX FORMULA PAES OXI-BIODEGRADAVEL MONO;ROSCA A;25.0;503271;PEAD HE-150 PL14;5.0;1.25;KG
22;COEX FORMULA PAES OXI-BIODEGRADAVEL MONO;ROSCA A;25.0;500204;ADIT. DESLIZANTE;3.0;0.75;KG
22;COEX FORMULA PAES OXI-BIODEGRADAVEL MONO;ROSCA B;50.0;500001;PELBD METALOCENICO PROXESS 1806 S3;69.0;34.5;KG
22;COEX FORMULA PAES OXI-BIODEGRADAVEL MONO;ROSCA B;50.0;502452;PEBD INDUSTRIAL TX8079;20.0;10.0;KG
22;COEX FORMULA PAES OXI-BIODEGRADAVEL MONO;ROSCA B;50.0;503271;PEAD HE-150 PL14;10.0;5.0;KG
22;COEX FORMULA PAES OXI-BIODEGRADAVEL MONO;ROSCA B;50.0;500090;ADIT. OXI-BIODEGRADAVEL - REVERTE BD 92771 CC;1.0;0.5;KG
22;COEX FORMULA PAES OXI-BIODEGRADAVEL MONO;ROSCA C;25.0;506154;PELBD FLEXUS 9211;40.0;10.0;KG
22;COEX FORMULA PAES OXI-BIODEGRADAVEL MONO;ROSCA C;25.0;502516;PEBD CONVENCIONAL EB 853/72;25.0;6.25;KG
22;COEX FORMULA PAES OXI-BIODEGRADAVEL MONO;ROSCA C;25.0;500090;ADIT. OXI-BIODEGRADAVEL - REVERTE BD 92771 CC;1.0;0.25;KG
22;COEX FORMULA PAES OXI-BIODEGRADAVEL MONO;ROSCA C;25.0;508116;ADIT. ANTI-BLOQUEIO 5009;1.0;0.25;KG
22;COEX FORMULA PAES OXI-BIODEGRADAVEL MONO;ROSCA C;25.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.5;KG
22;COEX FORMULA PAES OXI-BIODEGRADAVEL MONO;ROSCA C;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;23.0;5.75;KG
22;COEX FORMULA PAES OXI-BIODEGRADAVEL MONO;ROSCA C;25.0;503271;PEAD HE-150 PL14;5.0;1.25;KG
22;COEX FORMULA PAES OXI-BIODEGRADAVEL MONO;ROSCA C;25.0;500204;ADIT. DESLIZANTE;3.0;0.75;KG
222;COEX FORMULA PIG. BR RAÇÃO NUTRIRE (AZULADO) ESP 70 MICRAS;ROSCA A;30.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;6.0;KG
222;COEX FORMULA PIG. BR RAÇÃO NUTRIRE (AZULADO) ESP 70 MICRAS;ROSCA A;30.0;500001;PELBD METALOCENICO PROXESS 1806 S3;68.0;20.4;KG
222;COEX FORMULA PIG. BR RAÇÃO NUTRIRE (AZULADO) ESP 70 MICRAS;ROSCA A;30.0;507164;PIG. BRANCO AZULADO 1100426-S;10.0;3.0;KG
222;COEX FORMULA PIG. BR RAÇÃO NUTRIRE (AZULADO) ESP 70 MICRAS;ROSCA A;30.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.6;KG
222;COEX FORMULA PIG. BR RAÇÃO NUTRIRE (AZULADO) ESP 70 MICRAS;ROSCA B;50.0;505579;PEBD INDUSTRIAL TX7001;33.0;16.5;KG
222;COEX FORMULA PIG. BR RAÇÃO NUTRIRE (AZULADO) ESP 70 MICRAS;ROSCA B;50.0;503757;PELBD BUTENO LF 720/20;27.0;13.5;KG
222;COEX FORMULA PIG. BR RAÇÃO NUTRIRE (AZULADO) ESP 70 MICRAS;ROSCA B;50.0;503271;PEAD HE-150 PL14;30.0;15.0;KG
222;COEX FORMULA PIG. BR RAÇÃO NUTRIRE (AZULADO) ESP 70 MICRAS;ROSCA B;50.0;507164;PIG. BRANCO AZULADO 1100426-S;10.0;5.0;KG
222;COEX FORMULA PIG. BR RAÇÃO NUTRIRE (AZULADO) ESP 70 MICRAS;ROSCA C;20.0;503757;PELBD BUTENO LF 720/20;68.0;13.6;KG
222;COEX FORMULA PIG. BR RAÇÃO NUTRIRE (AZULADO) ESP 70 MICRAS;ROSCA C;20.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;4.0;KG
222;COEX FORMULA PIG. BR RAÇÃO NUTRIRE (AZULADO) ESP 70 MICRAS;ROSCA C;20.0;507164;PIG. BRANCO AZULADO 1100426-S;10.0;2.0;KG
222;COEX FORMULA PIG. BR RAÇÃO NUTRIRE (AZULADO) ESP 70 MICRAS;ROSCA C;20.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.4;KG
225;MONO FORMULA RECUPERADO AMARELO;MONO;100.0;500008;PEBD REC. CONVENCIONAL;99.3;99.3;KG
225;MONO FORMULA RECUPERADO AMARELO;MONO;100.0;501333;PIG. AMARELO 01242470201 - CAMEL BACK;0.7;0.7;KG
226;MONO FORMULA RECUPERADO VERDE;MONO;100.0;500005;PIG. VERDE ESCURO CAMEL BACK VIPAL;0.7;0.7;KG
226;MONO FORMULA RECUPERADO VERDE;MONO;100.0;500008;PEBD REC. CONVENCIONAL;99.3;99.3;KG
227;MONO FORMULA RECUPERADO AZUL;MONO;100.0;500007;PIG. AZUL CLARO BRF ALEMANHA;0.7;0.7;KG
227;MONO FORMULA RECUPERADO AZUL;MONO;100.0;500008;PEBD REC. CONVENCIONAL;99.3;99.3;KG
229;MONO FORMULA VERMELHO COTRIPAL;MONO;100.0;500001;PELBD METALOCENICO PROXESS 1806 S3;73.0;73.0;KG
229;MONO FORMULA VERMELHO COTRIPAL;MONO;100.0;505579;PEBD INDUSTRIAL TX7001;15.0;15.0;KG
229;MONO FORMULA VERMELHO COTRIPAL;MONO;100.0;500008;PEBD REC. CONVENCIONAL;10.0;10.0;KG
229;MONO FORMULA VERMELHO COTRIPAL;MONO;100.0;505623;PIG. VERMELHO 46.517/L6;2.0;2.0;KG
231;COEX FORMULA PIG. BR RAÇÃO NUTRIRE (AZULADO) ESP 90 MICRAS;ROSCA A;30.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;6.0;KG
231;COEX FORMULA PIG. BR RAÇÃO NUTRIRE (AZULADO) ESP 90 MICRAS;ROSCA A;30.0;500001;PELBD METALOCENICO PROXESS 1806 S3;69.0;20.7;KG
231;COEX FORMULA PIG. BR RAÇÃO NUTRIRE (AZULADO) ESP 90 MICRAS;ROSCA A;30.0;507164;PIG. BRANCO AZULADO 1100426-S;9.0;2.7;KG
231;COEX FORMULA PIG. BR RAÇÃO NUTRIRE (AZULADO) ESP 90 MICRAS;ROSCA A;30.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.6;KG
231;COEX FORMULA PIG. BR RAÇÃO NUTRIRE (AZULADO) ESP 90 MICRAS;ROSCA B;40.0;505579;PEBD INDUSTRIAL TX7001;34.0;13.6;KG
231;COEX FORMULA PIG. BR RAÇÃO NUTRIRE (AZULADO) ESP 90 MICRAS;ROSCA B;40.0;503757;PELBD BUTENO LF 720/20;27.0;10.8;KG
231;COEX FORMULA PIG. BR RAÇÃO NUTRIRE (AZULADO) ESP 90 MICRAS;ROSCA B;40.0;507164;PIG. BRANCO AZULADO 1100426-S;9.0;3.6;KG
231;COEX FORMULA PIG. BR RAÇÃO NUTRIRE (AZULADO) ESP 90 MICRAS;ROSCA B;40.0;503271;PEAD HE-150 PL14;30.0;12.0;KG
231;COEX FORMULA PIG. BR RAÇÃO NUTRIRE (AZULADO) ESP 90 MICRAS;ROSCA C;30.0;503757;PELBD BUTENO LF 720/20;69.0;20.7;KG
231;COEX FORMULA PIG. BR RAÇÃO NUTRIRE (AZULADO) ESP 90 MICRAS;ROSCA C;30.0;507164;PIG. BRANCO AZULADO 1100426-S;9.0;2.7;KG
231;COEX FORMULA PIG. BR RAÇÃO NUTRIRE (AZULADO) ESP 90 MICRAS;ROSCA C;30.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;6.0;KG
231;COEX FORMULA PIG. BR RAÇÃO NUTRIRE (AZULADO) ESP 90 MICRAS;ROSCA C;30.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.6;KG
232;COEX FORMULA RAÇAO QUIMTIA BRANCO E PRETO;ROSCA A;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;70.0;17.5;KG
232;COEX FORMULA RAÇAO QUIMTIA BRANCO E PRETO;ROSCA A;25.0;502516;PEBD CONVENCIONAL EB 853/72;25.0;6.25;KG
232;COEX FORMULA RAÇAO QUIMTIA BRANCO E PRETO;ROSCA A;25.0;504303;PIG. PRETO PR 21694;3.0;0.75;KG
232;COEX FORMULA RAÇAO QUIMTIA BRANCO E PRETO;ROSCA A;25.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.5;KG
232;COEX FORMULA RAÇAO QUIMTIA BRANCO E PRETO;ROSCA B;60.0;507745;U-CARB 006;15.0;9.0;KG
232;COEX FORMULA RAÇAO QUIMTIA BRANCO E PRETO;ROSCA B;60.0;507180;PELBD METALOCENICO PROXEES 2606;47.0;28.2;KG
232;COEX FORMULA RAÇAO QUIMTIA BRANCO E PRETO;ROSCA B;60.0;505579;PEBD INDUSTRIAL TX7001;30.0;18.0;KG
232;COEX FORMULA RAÇAO QUIMTIA BRANCO E PRETO;ROSCA B;60.0;504037;PIG. BRANCO PADRAO;8.0;4.8;KG
232;COEX FORMULA RAÇAO QUIMTIA BRANCO E PRETO;ROSCA C;15.0;507180;PELBD METALOCENICO PROXEES 2606;68.0;10.2;KG
232;COEX FORMULA RAÇAO QUIMTIA BRANCO E PRETO;ROSCA C;15.0;502516;PEBD CONVENCIONAL EB 853/72;22.0;3.3;KG
232;COEX FORMULA RAÇAO QUIMTIA BRANCO E PRETO;ROSCA C;15.0;504037;PIG. BRANCO PADRAO;8.0;1.2;KG
232;COEX FORMULA RAÇAO QUIMTIA BRANCO E PRETO;ROSCA C;15.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.3;KG
233;MONO FORMULA EVA;MONO;100.0;502311;PEBD CONVENCIONAL EB 853;65.0;65.0;KG
233;MONO FORMULA EVA;MONO;100.0;500210;ADIT. EVA PN2021;19.0;19.0;KG
233;MONO FORMULA EVA;MONO;100.0;508116;ADIT. ANTI-BLOQUEIO 5009;16.0;16.0;KG
236;COEX FORMULA NEGRINHO;ROSCA A;25.0;800065;POLIETILENO LINEAR BRASKEN PELBD LF 0720/21 AF;79.5;19.875;KG
236;COEX FORMULA NEGRINHO;ROSCA A;25.0;800066;POLIETILENO BAIXA BRASKEN PEBD EB853/72;20.0;5.0;KG
236;COEX FORMULA NEGRINHO;ROSCA A;25.0;800067;ADITIVO DESLIZANTE;0.5;0.125;KG
236;COEX FORMULA NEGRINHO;ROSCA B;50.0;800065;POLIETILENO LINEAR BRASKEN PELBD LF 0720/21 AF;79.5;39.75;KG
236;COEX FORMULA NEGRINHO;ROSCA B;50.0;800066;POLIETILENO BAIXA BRASKEN PEBD EB853/72;20.0;10.0;KG
236;COEX FORMULA NEGRINHO;ROSCA B;50.0;800067;ADITIVO DESLIZANTE;0.5;0.25;KG
236;COEX FORMULA NEGRINHO;ROSCA C;25.0;800065;POLIETILENO LINEAR BRASKEN PELBD LF 0720/21 AF;79.5;19.875;KG
236;COEX FORMULA NEGRINHO;ROSCA C;25.0;800066;POLIETILENO BAIXA BRASKEN PEBD EB853/72;20.0;5.0;KG
236;COEX FORMULA NEGRINHO;ROSCA C;25.0;800067;ADITIVO DESLIZANTE;0.5;0.125;KG
237;MONO FORMULA MISTURA RICA BRANCO ACIMA 60 MICRAS;MONO;100.0;500001;PELBD METALOCENICO PROXESS 1806 S3;65.0;65.0;KG
237;MONO FORMULA MISTURA RICA BRANCO ACIMA 60 MICRAS;MONO;100.0;503271;PEAD HE-150 PL14;10.0;10.0;KG
237;MONO FORMULA MISTURA RICA BRANCO ACIMA 60 MICRAS;MONO;100.0;504037;PIG. BRANCO PADRAO;5.0;5.0;KG
237;MONO FORMULA MISTURA RICA BRANCO ACIMA 60 MICRAS;MONO;100.0;505579;PEBD INDUSTRIAL TX7001;20.0;20.0;KG
239;COEX FORM RACAO C/ANTIESTATICO + RECUPERADO;ROSCA A;20.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.4;KG
239;COEX FORM RACAO C/ANTIESTATICO + RECUPERADO;ROSCA A;20.0;500001;PELBD METALOCENICO PROXESS 1806 S3;76.0;15.2;KG
239;COEX FORM RACAO C/ANTIESTATICO + RECUPERADO;ROSCA A;20.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;4.0;KG
239;COEX FORM RACAO C/ANTIESTATICO + RECUPERADO;ROSCA A;20.0;500207;ADIT. ANTI-ESTATICO;2.0;0.4;KG
239;COEX FORM RACAO C/ANTIESTATICO + RECUPERADO;ROSCA B;60.0;504037;PIG. BRANCO PADRAO;10.0;6.0;KG
239;COEX FORM RACAO C/ANTIESTATICO + RECUPERADO;ROSCA B;60.0;505579;PEBD INDUSTRIAL TX7001;20.0;12.0;KG
239;COEX FORM RACAO C/ANTIESTATICO + RECUPERADO;ROSCA B;60.0;500043;PEBD REC. BRANCO COMUM;70.0;42.0;KG
239;COEX FORM RACAO C/ANTIESTATICO + RECUPERADO;ROSCA C;20.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;70.0;14.0;KG
239;COEX FORM RACAO C/ANTIESTATICO + RECUPERADO;ROSCA C;20.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.4;KG
239;COEX FORM RACAO C/ANTIESTATICO + RECUPERADO;ROSCA C;20.0;502311;PEBD CONVENCIONAL EB 853;28.0;5.6;KG
24;MONO FORMULA AZUL ALEMANHA PALLETS;MONO;100.0;502415;PEBD INDUSTRIAL TX7003;33.0;33.0;KG
24;MONO FORMULA AZUL ALEMANHA PALLETS;MONO;100.0;500008;PEBD REC. CONVENCIONAL;15.0;15.0;KG
24;MONO FORMULA AZUL ALEMANHA PALLETS;MONO;100.0;500007;PIG. AZUL CLARO BRF ALEMANHA;2.0;2.0;KG
24;MONO FORMULA AZUL ALEMANHA PALLETS;MONO;100.0;504349;PELBD BUTENO LF 720/21  C/ DESLIZANTE;50.0;50.0;KG
242;COEX FORMULA RAÇAO BRANCO E PRETO COM BARREIRA;ROSCA A;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;70.0;17.5;KG
242;COEX FORMULA RAÇAO BRANCO E PRETO COM BARREIRA;ROSCA A;25.0;502516;PEBD CONVENCIONAL EB 853/72;25.0;6.25;KG
242;COEX FORMULA RAÇAO BRANCO E PRETO COM BARREIRA;ROSCA A;25.0;504303;PIG. PRETO PR 21694;3.0;0.75;KG
242;COEX FORMULA RAÇAO BRANCO E PRETO COM BARREIRA;ROSCA A;25.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.5;KG
242;COEX FORMULA RAÇAO BRANCO E PRETO COM BARREIRA;ROSCA B;50.0;500043;PEBD REC. BRANCO COMUM;20.0;10.0;KG
242;COEX FORMULA RAÇAO BRANCO E PRETO COM BARREIRA;ROSCA B;50.0;503757;PELBD BUTENO LF 720/20;10.0;5.0;KG
242;COEX FORMULA RAÇAO BRANCO E PRETO COM BARREIRA;ROSCA B;50.0;504037;PIG. BRANCO PADRAO;6.0;3.0;KG
242;COEX FORMULA RAÇAO BRANCO E PRETO COM BARREIRA;ROSCA B;50.0;505579;PEBD INDUSTRIAL TX7001;14.0;7.0;KG
242;COEX FORMULA RAÇAO BRANCO E PRETO COM BARREIRA;ROSCA B;50.0;503271;PEAD HE-150 PL14;50.0;25.0;KG
242;COEX FORMULA RAÇAO BRANCO E PRETO COM BARREIRA;ROSCA C;25.0;503757;PELBD BUTENO LF 720/20;68.0;17.0;KG
242;COEX FORMULA RAÇAO BRANCO E PRETO COM BARREIRA;ROSCA C;25.0;504037;PIG. BRANCO PADRAO;8.0;2.0;KG
242;COEX FORMULA RAÇAO BRANCO E PRETO COM BARREIRA;ROSCA C;25.0;502516;PEBD CONVENCIONAL EB 853/72;22.0;5.5;KG
242;COEX FORMULA RAÇAO BRANCO E PRETO COM BARREIRA;ROSCA C;25.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.5;KG
243;MONO FORM FARDO C/RECUPERADO;MONO;100.0;500001;PELBD METALOCENICO PROXESS 1806 S3;40.0;40.0;KG
243;MONO FORM FARDO C/RECUPERADO;MONO;100.0;500008;PEBD REC. CONVENCIONAL;40.0;40.0;KG
243;MONO FORM FARDO C/RECUPERADO;MONO;100.0;503271;PEAD HE-150 PL14;20.0;20.0;KG
246;COEX FORMULA MISTURA RICA AZUL ITALIA 35%;ROSCA A;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;75.0;18.75;KG
246;COEX FORMULA MISTURA RICA AZUL ITALIA 35%;ROSCA A;25.0;502516;PEBD CONVENCIONAL EB 853/72;25.0;6.25;KG
246;COEX FORMULA MISTURA RICA AZUL ITALIA 35%;ROSCA B;50.0;500001;PELBD METALOCENICO PROXESS 1806 S3;53.0;26.5;KG
246;COEX FORMULA MISTURA RICA AZUL ITALIA 35%;ROSCA B;50.0;505579;PEBD INDUSTRIAL TX7001;25.0;12.5;KG
246;COEX FORMULA MISTURA RICA AZUL ITALIA 35%;ROSCA B;50.0;500189;PEBD REC. AZUL TRANSLUCIDO;15.0;7.5;KG
246;COEX FORMULA MISTURA RICA AZUL ITALIA 35%;ROSCA B;50.0;500021;PIG. AZUL TRANSLUCIDO;7.0;3.5;KG
246;COEX FORMULA MISTURA RICA AZUL ITALIA 35%;ROSCA C;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;75.0;18.75;KG
246;COEX FORMULA MISTURA RICA AZUL ITALIA 35%;ROSCA C;25.0;502516;PEBD CONVENCIONAL EB 853/72;25.0;6.25;KG
247;COEX FORMULA GOFRADO AZUL ESCURO RUBBER NEW;2-ROSCA-A (20000);20.0;502452;PEBD INDUSTRIAL TX8079;100.0;20.0;KG
247;COEX FORMULA GOFRADO AZUL ESCURO RUBBER NEW;3-ROSCA-B (60000);60.0;510992;PIG. AZUL ESCURO CAMEL BACK VIPAL;3.3;1.98;KG
247;COEX FORMULA GOFRADO AZUL ESCURO RUBBER NEW;3-ROSCA-B (60000);60.0;500016;PEBD REC. AZUL ESCURO BORRACHAS OUTROS;96.7;58.02;KG
247;COEX FORMULA GOFRADO AZUL ESCURO RUBBER NEW;4-ROSCA-C (20000);20.0;502452;PEBD INDUSTRIAL TX8079;100.0;20.0;KG
249;FORMULA RUBBER NEW AMARELO;MONO;100.0;501838;PIG. AMARELO CAMEL BACK 27699/17;0.9;0.9;KG
249;FORMULA RUBBER NEW AMARELO;MONO;100.0;505579;PEBD INDUSTRIAL TX7001;99.1;99.1;KG
250;MONO FORMULA 100% EB 853/72;MONO;100.0;502516;PEBD CONVENCIONAL EB 853/72;100.0;100.0;KG
251;COEX FORMULA MIG PLUS BRANCO C/ALTA;ROSCA A;30.0;506154;PELBD FLEXUS 9211;79.0;23.7;KG
251;COEX FORMULA MIG PLUS BRANCO C/ALTA;ROSCA A;30.0;502516;PEBD CONVENCIONAL EB 853/72;10.0;3.0;KG
251;COEX FORMULA MIG PLUS BRANCO C/ALTA;ROSCA A;30.0;504037;PIG. BRANCO PADRAO;6.0;1.8;KG
251;COEX FORMULA MIG PLUS BRANCO C/ALTA;ROSCA A;30.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.6;KG
251;COEX FORMULA MIG PLUS BRANCO C/ALTA;ROSCA A;30.0;500207;ADIT. ANTI-ESTATICO;3.0;0.9;KG
251;COEX FORMULA MIG PLUS BRANCO C/ALTA;ROSCA B;50.0;500207;ADIT. ANTI-ESTATICO;3.0;1.5;KG
251;COEX FORMULA MIG PLUS BRANCO C/ALTA;ROSCA B;50.0;503271;PEAD HE-150 PL14;47.0;23.5;KG
251;COEX FORMULA MIG PLUS BRANCO C/ALTA;ROSCA B;50.0;505579;PEBD INDUSTRIAL TX7001;42.0;21.0;KG
251;COEX FORMULA MIG PLUS BRANCO C/ALTA;ROSCA B;50.0;504037;PIG. BRANCO PADRAO;8.0;4.0;KG
251;COEX FORMULA MIG PLUS BRANCO C/ALTA;ROSCA C;20.0;507180;PELBD METALOCENICO PROXEES 2606;38.0;7.6;KG
